Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio
Peugeot,208,2023,1.6 Feline Tiptronic,Gris,Nafta,5,Automática,1.6,Hatchback,16.000 km,26000000
Peugeot,2008,2024,1.0t Gt,Blanco,Nafta,5,Automática,1.0,SUV,23.300 km,37800000
Peugeot,408,2011,2.0 Allure + Tiptronic Año 2011 - Liv Motors,Negro,Nafta,4,Automática,2.0,Sedán,72.000 km,10500
Peugeot,208,2024,1.6 Road Trip At-mabregu,Blanco,Nafta,5,Automática,1.6,Hatchback,13.243 km,26800000
Peugeot,208,2016,1.5 Allure Touchscreen,Negro,Nafta,5,Manual,1.5,Hatchback,124.728 km,14900000
Peugeot,208,2018,1.6 Allure Tiptronic - Liv Motors,Blanco,Nafta,5,Automática,1.6,Hatchback,58.000 km,14200
Peugeot,208,2023,1.6 Road Trip E.f,Blanco,Nafta,5,Manual,1.6,Hatchback,12.998 km,24000000
Peugeot,208,2015,1.6 Allure Touchscreen,Negro,Nafta,5,Manual,1.6,Hatchback,97.000 km,13500000
Peugeot,208,2019,1.6 Allure,Gris,Nafta,5,Manual,1.6,Hatchback,64.000 km,14000
Peugeot,2008,2024,1.0 T 200 Gt Cvt,Gris,Nafta,5,Automática,TURBOALIMENTADO,SUV,25.057 km,37060000
Peugeot,3008,2014,1.6 Allure Thp 156cv,Gris,Nafta,5,Manual,1.6,Monovolumen,128.000 km,12500000
Peugeot,208,2021,1.6 Active,Blanco,Nafta,5,Manual,1.6,Hatchback,66.000 km,19500000
Peugeot,308,2015,1.6 Active Hdi 115cv,Plateado,Diésel,5,Manual,1.6,Hatchback,145.000 km,10999
Peugeot,208,2024,1.6 Road Trip At Ugarcia,Blanco,Nafta,5,Automática,1.6,Hatchback,13.200 km,26500000
Peugeot,Autofrance,2019,Peugeot 2008 1.6 Thp Sport 2019 Mk,Blanco,Nafta,5,Manual,1.6,SUV,62.800 km,19000000
Peugeot,208,2017,1.6 Allure Nav Tiptronic,Negro,Nafta,5,Automática,1.6,Hatchback,44.600 km,18000000
Peugeot,208,2018,1.6 Feline Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,67.000 km,16300
Peugeot,208,2023,1.6 Active Pack,Negro,Nafta,5,Manual,1.6,Hatchback,23.000 km,23300000
Peugeot,208,2023,1.6 Road Trip Etios March Yaris Hb20 C3 Kwid Nf,Blanco,Nafta,5,Manual,1.6,Hatchback,12.900 km,24000000
Peugeot,208,2023,1.6l Active (aca),Gris,Nafta,4,Manual,1.6,Coupé,29.000 km,22700000
Peugeot,3008,2019,Gt-line Thp Tiptronic 2019,Blanco,Nafta,5,Automática secuencial,1.6 THP,SUV,55.000 km,30000
Peugeot,2008,2024,Gt T200,Gris,Nafta,5,Automática,1.0,SUV,18.750 km,37000000
Peugeot,408,2012,Allure Plus 2.o Tiptronic Año 2012 - Liv Motors,Gris,Nafta,5,Automática,2.0,Sedán,62.000 km,10900
Peugeot,308,2014,Cc 1.6t Tiptronic - 2014 -,Gris,Nafta,2,Automática,1.6 TURBO 163 HP,Cabriolet,98.600 km,20500
Peugeot,Partner,2021,Confort 1.6 Hdi 92 2021 Nd,Plateado,Diésel,3,Manual,1.6,Furgón,70.000 km,20900000
Peugeot,208,2017,"1,6 Thp Gt",Plateado,Nafta,5,Manual,1.6,Hatchback,79.923 km,16900000
Peugeot,2008,2019,Sport 1.6 Thp 165 2019,Blanco,Nafta,5,Manual,1.6 THP,SUV,63.000 km,19000000
Peugeot,208,2017,Allure 1.5 Nav 2017,Plateado,Nafta,5,Manual,1.5,Hatchback,87.300 km,14700000
Peugeot,208,2019,1.6 Urban Tech,Plateado,Nafta,5,Manual,1.6,Hatchback,99.000 km,18490900
Peugeot,208,2023,1.6 Active Pack Impecable Unico Retira Ya (cf),Blanco,Nafta,5,Manual,1.6,Hatchback,29.000 km,22700001
Peugeot,208,2023,1.6 Feline Tiptronic,Azul,Nafta,5,Automática,1.6,Hatchback,33.400 km,21500
Peugeot,207,2013,1.6 Griffe 106cv,Rojo,Nafta,3,Manual,1.6,Hatchback,120.000 km,10500
Peugeot,Expert,2018,1.6 Hdi Confort,Blanco,Diésel,3,Manual,1.6,Furgón,180.000 km,30500000
Peugeot,3008,2018,1.6 Gt-line Thp Tiptronic,Rojo,Nafta,5,Automática,1.6,SUV,99.000 km,25500
Peugeot,2008,2018,1.6 Allure,Gris,Nafta,5,Manual,1.6,SUV,61.770 km,17900000
Peugeot,308,2015,1.6 Active 2015 / Impecable / 110 Mil Km,Blanco,Nafta,5,Manual,1.6,Hatchback,110.000 km,14000
Peugeot,308,2017,1.6 Allure Hdi 115cv,Gris,Diésel,5,Manual,1.6,Hatchback,99.500 km,17500000
Peugeot,208,2021,1.2 Like,Blanco,Nafta,5,Manual,1.2,Hatchback,41.400 km,18500000
Peugeot,208,2023,1.6 Road Trip,Negro,Nafta,5,Manual,1.6,Hatchback,19.722 km,23300000
Peugeot,2008,2021,1.6 Feline Am20,Blanco,Nafta,5,Manual,1.6,SUV,42.649 km,23200000
Peugeot,2008,2017,1.6 Feline (y),Negro,Nafta,5,Manual,1.6,SUV,66.359 km,17900000
Peugeot,2008,2024,1.0t Active,Gris,Nafta,5,Automática,1.0,SUV,8.000 km,36899000
Peugeot,3008,2019,2.0 Gt-line Hdi Tiptronic Sportage Xtrail Cvr,Azul,Diésel,5,Automática,2.0,SUV,101.000 km,36000000
Peugeot,508,2017,1.6 Thp Feline 163cv,Plateado,Nafta,4,Automática,1.6,Sedán,156.000 km,17800000
Peugeot,208,2017,1.6 Allure Nav Tiptronic,Marrón,Nafta,5,Automática,1.6,Hatchback,77.500 km,16990000
Peugeot,308,2017,1.6 Feline Thp 163cv Tiptronic,Rojo,Nafta,5,Automática,1.6,Hatchback,106.000 km,14500
Peugeot,3008,2011,1.6 Premium Plus Thp 156cv,Gris,Nafta,5,Manual,1.6,Monovolumen,108.000 km,10000
Peugeot,308,2019,1.6 S Gt,Blanco,Nafta,5,Automática,1.6,Hatchback,86.000 km,27900
Peugeot,208,2020,Feline 2020 Tiptronic Smart Garage,Plateado,Nafta,5,Automática,1.6,Hatchback,49.000 km,18800
Peugeot,208,2016,1.5 Allure Touchscreen,Gris,Nafta,5,Manual,1.5,Hatchback,114.000 km,11000
Peugeot,208,2019,1.6 Feline,Gris,Nafta,5,Manual,1.6,Hatchback,95.000 km,18700000
Peugeot,208,2016,1.6 Allure Nav Tiptronic,Rojo,Nafta,5,Automática,1.6,Hatchback,72.000 km,16500000
Peugeot,2008,2021,1.6 Allure,Gris,Nafta,5,Manual,1.6,SUV,77.000 km,21300000
Peugeot,208,2020,1.6 Feline,Marrón,Nafta,5,Manual,1.6,Hatchback,59.912 km,19990000
Peugeot,2008,2017,1.6 Feline,Marrón,Nafta,5,Manual,1.6,SUV,95.000 km,17900000
Peugeot,208,2021,1.2 Gt Jf,Blanco,Nafta,5,Automática,1.2,Hatchback,53.000 km,28500000
Peugeot,208,2023,1.6 Active Pack,Negro,Nafta,5,Manual,1.6,Hatchback,23.000 km,23000000
Peugeot,2008,2020,Feline 2020 Mt Smart Garage,Blanco,Nafta,5,Manual,1.6,SUV,73.000 km,17800
Peugeot,208,2017,1.6 Gt Thp,Negro,Nafta,5,Manual,1.6,Hatchback,73.000 km,15000
Peugeot,207,2012,1.6 Xt,Plateado,Nafta,5,Manual,1.6,Hatchback,123.000 km,9200
Peugeot,2008,2018,1.6 Thp Sport,Blanco,Nafta,5,Manual,1.6,SUV,156.204 km,15900000
Peugeot,208,2018,Allure 2018 1.6 Mt Smart Garage,Negro,Nafta,5,Manual,1.6,Hatchback,92.000 km,13900
Peugeot,2008,2021,1.6 Allure C4 Cactus Kicks Nivus Renegade,Rojo,Nafta,5,Manual,1.6,SUV,85.540 km,20000000
Peugeot,207,2009,1.6 Rc 175cv,Negro,Nafta,2,Manual,1.6,Hatchback,90.800 km,11999
Peugeot,208,2019,1.6 Feline,Gris,Nafta,5,Manual,1.6,Hatchback,72.700 km,16999
Peugeot,3008,2012,1.6 Premium Thp 156cv,Azul,Nafta,5,Manual,1.6,Monovolumen,121.958 km,10500000
Peugeot,2008,2019,1.6 Thp Sport,Plateado,Nafta,5,Manual,1.6,SUV,114.685 km,18500000
Peugeot,Peugeot,2024,208 Active Pack 1.6 Automatico Tiptronic Full,Gris,Nafta,5,Automática,1.6,Hatchback,800 km,29500000
Peugeot,208,2014,Gti 2014 1.6 Mt Smart Garage,Blanco,Nafta,5,Manual,1.6,Hatchback,112.000 km,13900
Peugeot,208,2020,In Concert,Gris,Nafta,5,Manual,1.6,Hatchback,47.000 km,17500
Peugeot,308,2017,2017 1.6 S Gti - El Mejor Del País. Entendidos.,Blanco,Nafta,5,Manual,1.6,Hatchback,22.000 km,31000
Peugeot,2008,2020,1.6 Thp Sport Am20,Plateado,Nafta,5,Manual,1.6,SUV,30.900 km,24000000
Peugeot,308,2016,1.6 Active,Blanco,Nafta,5,Manual,1.6,Hatchback,98.000 km,14489900
Peugeot,2008,2016,1.6 Feline,Marrón,Nafta,5,Manual,1.6,SUV,86.750 km,15000
Peugeot,308,2016,1.6 Feline Thp 163cv Tiptronic,Gris,Nafta,5,Automática,1.6,Hatchback,113.000 km,15900000
Peugeot,208,2024,1.0t Gt,Blanco,Nafta,5,Automática,1.0,Hatchback,6.140 km,26990
Peugeot,Partner,2014,Patagónica 1.6 Hdi,Blanco,Diésel,4,Manual,1.6,Monovolumen,144.000 km,10298900
Peugeot,5008,2014,1.6 Allure Plus 156cv Anticipo $6.900.000,Plateado,Nafta,5,Manual,1.6,Monovolumen,192.000 km,12800000
Peugeot,Partner,2023,Patagónica 1.6 Vtc Plus 115,Blanco,Nafta,4,Manual,1.6,Monovolumen,49.000 km,11700000
Peugeot,2008,2024,1.0t Active,Negro,Nafta,5,Automática,1.0,SUV,10.000 km,34100000
Peugeot,3008,2012,1.6 Premium Thp 156cv Av,Negro,Nafta,5,Manual,1.6,Monovolumen,82.000 km,13000023
Peugeot,208,2018,1.6 Gti Año 2018 - Liv Motors,Blanco,Nafta,3,Manual,1.6,Hatchback,58.000 km,19900
Peugeot,208,2016,1.5 Allure Touchscreen,Marrón,Nafta,5,Manual,1.5,Hatchback,94.000 km,12500
Peugeot,206,2008,1.6 Xt Año 2008 - Liv Motors,Gris,Nafta,5,Manual,1.6,Rural,155.000 km,6500
Peugeot,208,2016,1.5 Allure Touchscreen - Liv Motors,Rojo,Nafta,5,Manual,1.5,Hatchback,97.000 km,12800
Peugeot,208,2024,1.6 Allure Pack - Liv Motors,Gris,Nafta,5,Manual,1.6,Hatchback,2.500 km,21500
Peugeot,208,2016,1.5 Active - Liv Motors,Gris,Nafta,5,Manual,1.5,Hatchback,89.000 km,11000
Peugeot,2008,2019,1.6 Active,Blanco,Nafta,5,Manual,1.6,SUV,80.000 km,18500000
Peugeot,308,2017,Feline Thp Tiptronic,Plateado,Nafta,5,Automática,1.6,Hatchback,20.000 km,21500000
Peugeot,308,2012,1.6 Active - Liv Motors,Blanco,Nafta,5,Manual,1.6,Hatchback,108.000 km,9900
Peugeot,208,2019,1.6 Allure,Gris,Nafta,5,Manual,1.6,Hatchback,100.500 km,10179950
Peugeot,308,2020,1.6 Feline Hdi 115cv,Blanco,Diésel,5,Manual,1.6,Hatchback,82.000 km,20000
Peugeot,208,2017,1.5 Active,Blanco,Nafta,5,Manual,1.5,Hatchback,97.000 km,11700
Peugeot,308,2021,1.6 Feline Thp 165cv Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,43.040 km,21600
Peugeot,508,2014,1.6 Feline Tiptronic Thp 163cv,Blanco,Nafta,4,Automática,1.6,Sedán,104.000 km,14500
Peugeot,208,2022,1.6 Allure,Blanco,Nafta,5,Manual,1.6,Hatchback,31.000 km,22000000
Peugeot,208,2019,1.6 Allure Tiptronic 2019 73.388km,Rojo,Nafta,5,Automática,1.6,Hatchback,73.388 km,18900000
Peugeot,408,2018,Allure Plus Thp,Blanco,Nafta,4,Manual,1.6,Sedán,70.138 km,18950000
Peugeot,308,2015,"Allure 1,6 2015",Blanco,Nafta,5,Manual,1.6,Hatchback,57.190 km,17900000
Peugeot,207,2009,Xt,Celeste,Nafta,5,Manual,1.6,Hatchback,148.000 km,7900
Peugeot,Partner,2013,1.4 Furgon Confort U,Blanco,Nafta/GNC,3,Manual,1.4,Furgón,236.000 km,10999999
Peugeot,408,2016,1.6 Active 115cv,Blanco,Nafta,4,Manual,1.6,Sedán,100.000 km,12000
Peugeot,308,2019,1.6 Allure Pack Thp Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,55.000 km,19900000
Peugeot,208,2016,1.5 Active,Negro,Nafta,5,Manual,1.5,Hatchback,92.000 km,14989900
Peugeot,208,2015,1.6 Feline Pack Cuir,Rojo,Nafta,5,Manual,1.6,Hatchback,105.000 km,12000
Peugeot,2008,2024,1.0t Gt,Blanco,Nafta,5,Automática,1.0,SUV,23.193 km,38000000
Peugeot,208,2024,1.0t Gt,Negro,Nafta,5,Automática,1.0,Hatchback,1.111 km,34500000
Peugeot,208,2021,1.6 Active Tiptronic,Plateado,Nafta,5,Automática,1.6,Hatchback,23.000 km,19000
Peugeot,5008,2012,1.6 Allure Plus 156cv,Gris,Nafta,5,Manual,1.6,Monovolumen,133.850 km,12350000
Peugeot,308,2013,1.6 Cc Thp 156cv Nav,Negro,Nafta,2,Manual,1.6,Cabriolet,82.000 km,22500
Peugeot,Peugeot,2019,3008 2.0 Gt-line Hdi Tiptronic,Gris,Diésel,5,Automática,2.0,SUV,129.600 km,31500000
Peugeot,2008,2017,1.6 Thp Sport,Gris,Nafta,5,Manual,1.6,SUV,105.000 km,15490000
Peugeot,408,2014,2.0 Feline 143cv,Blanco,Nafta,4,Manual,2.0,Sedán,100.000 km,11900
Peugeot,3008,2014,1.6 Allure Thp 156cv,Gris,Nafta,5,Manual,1.6,Monovolumen,96.900 km,13990000
Peugeot,2008,2017,1.6 Feline,Blanco,Nafta,5,Manual,1.6,SUV,80.000 km,17900000
Peugeot,208,2023,1.6 Style Tiptronic Automatico Gris Artense 2023,Gris,Nafta,5,Automática,1.6,Hatchback,3.500 km,21900
Peugeot,208,2019,1.6 Allure,Blanco,Nafta,5,Manual,1.6,Hatchback,89.000 km,12800
Peugeot,208,2018,No disponible,Gris,Nafta,5,Manual,1.6,Hatchback,77.200 km,15300000
Peugeot,308,2016,"5 Puertas 1,6 Thp Feline Tipt 2016",Plateado,Nafta,5,Automática,1.6,Hatchback,93.711 km,17000000
Peugeot,207,2014,Cc 156 Cv 2014 Blanco,Blanco,Nafta,2,Manual,1.6,Coupé,69.000 km,23900000
Peugeot,"1,6",2017,Allure At 2017,Blanco,Nafta,5,Automática,1.6,SUV,114.653 km,16190000
Peugeot,Gt,2019,"Line 1,6 Thp Tiptronic",Blanco,Nafta,5,Automática,1.6,SUV,87.018 km,31500
Peugeot,208,2024,1.6 Feline Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,2.300 km,27000000
Peugeot,2008,2020,1.6 Feline,Marrón,Nafta/GNC,5,Manual,1.6,SUV,78.500 km,20900000
Peugeot,208,2020,1.6 Allure,Gris,Nafta,5,Manual,1.6,Hatchback,30.000 km,19500000
Peugeot,2008,2020,1.6 Allure,Blanco,Nafta,5,Manual,1.6,SUV,70.000 km,14500
Peugeot,308,2017,1.6 Allure Hdi 115cv,Gris,Diésel,5,Manual,1.6,Hatchback,113.300 km,16800000
Peugeot,208,2022,1.6l Feline Tiptronic,Negro,Nafta,5,Automática,1.6,Hatchback,54.000 km,19900
Peugeot,208,2018,1.6 Active,Negro,Nafta,5,Manual,1.6,Hatchback,76.000 km,12200
Peugeot,208,2016,1.6 Feline Pack Cuir,Blanco,Nafta,5,Manual,1.6,Hatchback,91.000 km,13500
Peugeot,2008,2020,1.6 Thp Sport Tip,Gris,Nafta,5,Automática,1.6,SUV,115.000 km,16500
Peugeot,2008,2022,1.6 Allure,Gris,Nafta,5,Manual,1.6,SUV,20.100 km,22900000
Peugeot,Peugeot,2014,408 2.0 Allure Plus 143cv,Blanco,Nafta,4,Manual,2.0,Sedán,142.000 km,13900000
Peugeot,2008,2020,1.6 Feline,Marrón,Nafta/GNC,5,Manual,1.6,SUV,78.500 km,20900000
Peugeot,208,2024,1.6 Allure Pack,Negro,Nafta,5,Manual,1.6,Hatchback,27.800 km,22900000
Peugeot,2008,2019,1.6 Allure,Gris,Nafta,5,Manual,1.6,SUV,38.000 km,19000000
Peugeot,2008,2018,1.6 Feline Tip Dd,Blanco,Nafta,5,Automática,1.6,SUV,135.000 km,17830000
Peugeot,2008,2021,1.6 Feline Am20,Gris,Nafta,5,Manual,1.6,SUV,31.000 km,17990
Peugeot,Partner,2017,Patagónica 1.6 Vtc Plus 115 - Liv Motors,Gris,Nafta,4,Manual,1.6,Monovolumen,79.000 km,14900
Peugeot,2008,2017,1.6 Thp Sport,Plateado,Nafta,5,Manual,1.6,SUV,83.000 km,16500000
Peugeot,308,2018,1.6 Allure Pack,Plateado,Nafta,5,Manual,1.6,Hatchback,70.000 km,17800000
Peugeot,208,2021,1.6 Active,Blanco,Nafta,5,Manual,1.6,Hatchback,52.184 km,19690
Peugeot,208,2018,1.6 Allure,Negro,Nafta,5,Manual,1.6,Hatchback,80.400 km,17600000
Peugeot,Peugeot,2012,308 Feline Tiptroni Año 2012 Con 131.000km,Blanco,Nafta,5,Automática,2.0,Hatchback,131.000 km,11700
Peugeot,2008,2019,Crossway 1.6 2019,Blanco,Nafta,5,Manual,1.6,SUV,109.628 km,19900000
Peugeot,308,2021,Allure 1.6 // Forcammo,Blanco,Nafta,5,Manual,1.6,Hatchback,61.000 km,23000000
Peugeot,308,2021,Allure Pack 1.6 Hdi // Forcammo,Plateado,Diésel,5,Manual,1.6,Hatchback,51.000 km,24000000
Peugeot,208,2018,1.6 Allure,Blanco,Nafta,5,Manual,1.6,Hatchback,76.000 km,17900000
Peugeot,308,2012,1.6 Allure,Gris,Nafta,5,Manual,1.6,Hatchback,122.400 km,10800000
Peugeot,208,2021,1.2 Like,Blanco,Nafta,5,Manual,1.2,Hatchback,37.000 km,15600
Peugeot,208,2014,1.6 Feline,Rojo,Nafta,5,Manual,1.6,Hatchback,76.000 km,14000
Peugeot,2008,2018,"1.6 Feline Tip Flamante, 1a Mano, Garantía",Blanco,Nafta,5,Automática,1.6,SUV,67.800 km,19000000
Peugeot,208,2022,1.2 Like,Blanco,Nafta,5,Manual,1.2,Hatchback,62.000 km,15400
Peugeot,408,2013,2.0 Allure Nav 143cv,Plateado,Nafta,4,Manual,2.0,Sedán,124.000 km,9900
Peugeot,208,2018,1.6 Allure,Gris,Nafta,5,Manual,1.6,Hatchback,73.000 km,17000000
Peugeot,208,2022,1.6 Style Mt,Blanco,Nafta,5,Manual,1.6,Hatchback,17.100 km,19350
Peugeot,2008,2021,1.6 Thp Sport Tip,Blanco,Nafta,5,Automática,1.6,SUV,37.800 km,24400000
Peugeot,308,2016,1.6 Allure,Blanco,Nafta,5,Manual,1.6,Hatchback,112.000 km,15000000
Peugeot,208,2015,1.5 Allure Touchscreen,Azul,Nafta,5,Manual,1.5,Hatchback,77.000 km,13500000
Peugeot,308,2015,1.6 Active Hdi 115cv,Gris,Diésel,5,Manual,1.6,Hatchback,125.000 km,13800000
Peugeot,408,2015,1.6 Sport Thp 163cv,Gris,Nafta,4,Automática,1.6,Sedán,120.000 km,14400000
Peugeot,208,2022,1.6 Allure Nav Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,37.000 km,22800000
Peugeot,208,2017,1.6 Gt Thp,Plateado,Nafta,5,Manual,1.6,Hatchback,105.000 km,16900000
Peugeot,2008,2017,1.6 Allure,Negro,Nafta,5,Manual,1.6,SUV,86.000 km,16500000
Peugeot,2008,2018,1.6 Allure,Marrón,Nafta,5,Manual,1.6,SUV,106.000 km,16700000
Peugeot,2008,2017,1.6 Thp Sport,Blanco,Nafta,5,Manual,1.6,SUV,54.000 km,14500
Peugeot,208,2018,1.6 Allure Tiptronic,Negro,Nafta,5,Automática,1.6,Hatchback,53.000 km,16800000
Peugeot,208,2021,1.6 Feline Tiptronic,Azul,Nafta,5,Automática,1.6,Hatchback,78.000 km,20300000
Peugeot,208,2021,1.6 Active,Blanco,Nafta,5,Manual,1.6,Hatchback,43.000 km,19800000
Peugeot,3008,2017,1.6 Allure Thp Tiptronic,Plateado,Nafta,5,Automática,1.6,Monovolumen,86.000 km,15500
