Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio
Chevrolet,Tracker,2024,"1.2t Premier At 2025,,",Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,32947000
Chevrolet,Onix,2024,Premier 1.0 Unidad Fisica!!! Kb,Plateado,Nafta,5,Automática,1.0,Hatchback,1.000 km,26964000
Chevrolet,Tracker,2024,At 1.2t 0km Para Entrega,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,27520000
Chevrolet,Tracker,2024,"At 1.2t D.m 2024,,,,,",Negro,Nafta,5,Automática,1.2,SUV,1.000 km,27520000
Chevrolet,Chevrolet,2024,Tracker Rs 1.2turbo At 2024----,Rojo,Nafta,5,Automática,1.2,SUV,1.000 km,35176900
Chevrolet,Spin,2024,1.8 Premier 7 2024/////,Gris,Nafta,5,Automática,1.8,Monovolumen,1.000 km,33500000
Chevrolet,Tracker,2024,1.2turbo Automát 2024**,Gris,Nafta,5,Automática,1.2,SUV,1.000 km,27005400
Chevrolet,S10,2024,4x4 High Country At 2.8td 0km Conc Oficial Em!,Blanco,Diésel,4,Manual,2.8,Pick-Up,1.000 km,62300000
Chevrolet,Chevrolet,2024,Tracker Rs 1.2turbo At 0km Ent Inmediata Em!,Rojo,Nafta,5,Automática,1.2,SUV,1.000 km,35176900
Chevrolet,High,2024,Country 4x4 At 2.8 Td 0km Conc Oficial Sj Ba,Plateado,Diésel,4,Automática,2.8,Pick-Up,1.000 km,62300000
Chevrolet,Spin,2024,1.8 Premier 2024/// 7asientos,Gris,Nafta,5,Automática,1.8,Monovolumen,1.000 km,33500000
Chevrolet,Ltz,2024,- Liquido Okm! - 2025,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,32930000
Chevrolet,Onix,2024,Premier 1.0 Unidad Fisica!!!,Plateado,Nafta,5,Automática,1.0,Hatchback,1.000 km,29624000
Chevrolet,Trailblazer,2024,Premier 2.8d Turbo Automática,Plateado,Diésel,4,Automática,Motor 2.8 turbo diesel,SUV,1.000 km,64780000
Chevrolet,Lt,2024,1.0n Turbo Manual 2024,Gris,Nafta,5,Manual,Motor 1.0 nafta Turbo 116cv 160 Nm,Hatchback,1.000 km,21999999
Chevrolet,Onix,2024,Lt 1.0n Turbo Manual 2024/,Plateado,Nafta,5,Manual,Motor 1.0 nafta Turbo 116cv 160 Nm,Hatchback,1.000 km,21999999
Chevrolet,Tracker,2024,Ltz 2024///,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,29999999
Chevrolet,Onix,2024,Lt 1.0n Turbo Manual 2024/,Plateado,Nafta,5,Manual,Motor 1.0 nafta Turbo 116cv 160 Nm,Hatchback,1.000 km,21000000
Chevrolet,Onix,2024,Lt 1.0n Turbo Manual 2024/,Plateado,Nafta,5,Manual,Motor 1.0 nafta Turbo 116cv 160 Nm,Hatchback,1.000 km,21000000
Chevrolet,Tracker,2024,Ltz 2025,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,33000000
Chevrolet,Trailblazer,2024,Premier 2.8d Turbo Automática Awd 2025,Plateado,Diésel,4,Automática,Motor 2.8 turbo diesel,SUV,1.000 km,63930000
Chevrolet,Trailblazer,2024,Premier 2.8d Turbo Automática,Plateado,Diésel,4,Automática,Motor 2.8 turbo diesel,SUV,1.000 km,63930000
Chevrolet,Tracker,2024,1.2t At 2025,Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,27800000
Chevrolet,Tracker,2024,1.2t At,Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,27800000
Chevrolet,Chevrolet,2024,Onix 1.0t Lt Mt,Rojo,Nafta,5,Manual,1.0,Hatchback,1.000 km,23200000
Chevrolet,S10,2024,2.8 Ctdi Hc 4x4 At,Blanco,Diésel,4,Manual,2.8,Pick-Up,1.000 km,63129000
Chevrolet,Tracker,2024,"1.2t Ltz At 2025,",Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,32800000
Chevrolet,Tracker,2024,1.2t At Entrega Inmediata!!,Rojo,Nafta,5,Automática,1.2,SUV,1.000 km,27673000
Chevrolet,Onix,2024,1.0t Lt Mt,Rojo,Nafta,5,Manual,1.0,Hatchback,1.000 km,23154000
Chevrolet,Pick-up,2024,"Montana Premier 1.2n Turbo Aut 2024,,",Azul,Nafta,4,Automática,motor naftero 1.2 turbo 132 CV 190 Nm,Pick-Up,1.000 km,37000000
Chevrolet,Spin,2024,1.8 Premier 7 Asientos,Plateado,Nafta,5,Automática,1.8,Monovolumen,1.000 km,34718200
Chevrolet,Tracker,2024,1.2t Premier Entrega Inmediata!!!,Gris,Nafta,5,Automática,1.2,SUV,1.000 km,37195000
Chevrolet,Tracker,2024,"1.2t Rs At 2025,",Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,35515000
Chevrolet,Tracker,2024,1.2t Lt At 2025,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,27059000
Chevrolet,Tracker,2024,1.2t Ltz At,Plateado,Nafta,5,Automática,1.2,SUV,1.000 km,31555000
Chevrolet,S10,2024,2.8td 4x4 Hc Linea 2025! Fisicas!!! Kb,Negro,Diésel,4,Manual,2.8,Pick-Up,1.000 km,62500000
Chevrolet,High,2024,Country 4x4 At Línea 2025,Plateado,Diésel,4,Manual,2.8,Pick-Up,1.000 km,63129000
Chevrolet,Tracker,2024,1.2t Ltz At 2025,Plateado,Nafta,5,Automática,1.2,SUV,1.000 km,31555000
Chevrolet,Tracker,2024,1.2t Lt Mt 2025,Blanco,Nafta,5,Manual,1.2,SUV,1.000 km,25643000
Chevrolet,Tracker,2024,"1.2t Premier At 2025,",Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,37195000
Chevrolet,Tracker,2024,1.2t Lt At,Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,27059000
Chevrolet,Trailblazer,2024,Premier 2.8d Turbo Automática,Plateado,Diésel,4,Automática,Motor 2.8 turbo diesel,SUV,1.000 km,63930000
Chevrolet,Chevrolet,2024,Tracker Ltz 1.2n Turbo Automático 6 Vel. 2024,Gris,Nafta,5,Automática,1.2,SUV,1.000 km,34300000
Chevrolet,Trailblazer,2024,Premier 2.8d Turbo Automática Awd 2025,Plateado,Diésel,4,Automática,Motor 2.8 turbo diesel,SUV,1.000 km,63930000
Chevrolet,Tracker,2024,Ltz 1.2n Turbo Automático,Gris,Nafta,5,Automática,1.2,SUV,1.000 km,34300000
Chevrolet,Tracker,2024,Ltz 1.2n Turbo Autom 2025,Gris,Nafta,5,Automática,1.2,SUV,1.000 km,31600000
Chevrolet,S10,2024,4x4 High Country At 2.8td,Blanco,Diésel,4,Manual,2.8,Pick-Up,1.000 km,64400000
Chevrolet,Onix,2024,1.0t Lt Mt 2025 Unidad Fisica 0km,Blanco,Nafta,5,Manual,1.0,Hatchback,1.000 km,22637000
Chevrolet,S10,2024,4x4 High Country At 2.8td 0km,Blanco,Diésel,4,Manual,2.8,Pick-Up,1.000 km,64400000
Chevrolet,Tracker,2024,Ltz 1.2n Turbo Autom,Gris,Nafta,5,Automática,1.2,SUV,1.000 km,31600000
Chevrolet,Onix,2024,Plus 1.2 Lt Tech 2024,Blanco,Nafta,4,Manual,1.2,Sedán,1.000 km,24705000
Chevrolet,Onix,2024,Plus 1.2 Lt Tech Sj,Blanco,Nafta,4,Manual,1.2,Sedán,1.000 km,24800000
Chevrolet,Onix,2024,Plus 1.0 Turbo Premier Ii At Sj,Blanco,Nafta,4,Automática,1.0,Sedán,1.000 km,27800000
Chevrolet,Onix,2024,Plus 1.2 Lt 2024,Blanco,Nafta,4,Manual,1.2,Sedán,1.000 km,22637000
Chevrolet,Tracker,2021,Ltz 2021 1.2 At Smart Garage,Gris,Nafta,5,Automática,1.2,SUV,62.000 km,22800
Chevrolet,Cruze,2022,1.4 Ltz At Sedan,Gris,Nafta,4,Automática,1.4,Sedán,95.000 km,21700000
Chevrolet,Captiva,2016,2.4 Ls 167cv,Negro,Nafta,5,Manual,2.4,SUV,110.000 km,18989900
Chevrolet,Prisma,2014,1.4 Ltz 98cv,Plateado,Nafta,4,Manual,1.4,Sedán,139.000 km,10100000
Chevrolet,Prisma,2014,1.4 Ltz 98cv,Plateado,Nafta,4,Manual,1.4,Sedán,139.000 km,13989900
Chevrolet,Onix,2017,1.4 Joy Ls 98cv,Negro,Nafta,5,Manual,1.4,Hatchback,75.000 km,14489900
Chevrolet,Tracker,2022,1.2 Premier Turbo At (fran),Plateado,Nafta,5,Automática,1.2,SUV,34.000 km,29300000
Chevrolet,Onix,2020,1.0 Turbo Premier At,Plateado,Nafta,5,Automática,1.0,Hatchback,89.000 km,13400000
Chevrolet,Onix,2020,1.0 Turbo Premier At,Plateado,Nafta,5,Automática,1.0,Hatchback,89.000 km,23989900
Chevrolet,Trailblazer,2019,"5 Puertas 2,8 Ctdi 4x4 Ltz 7a 6at",Negro,Nafta,5,Automática,2.8,SUV,89.221 km,37250000
Chevrolet,Cruze,2017,"4 Puertas 1,4 T Ltz Mt Bl",Blanco,Nafta,4,Manual,1.8,Hatchback,119.953 km,18700000
Chevrolet,Prisma,2018,1.4 Ltz 98cv,Gris,Nafta,4,Manual,1.4,Sedán,23.243 km,17550000
Chevrolet,Cruze,2022,Ii 1.4 Sedan Lt Smart Garage,Plateado,Nafta,4,Manual,1.4,Sedán,57.000 km,20400
Chevrolet,Tracker,2015,1.8 Ltz+ Awd At 140cv,Negro,Nafta,5,Automática,1.8,SUV,95.000 km,9798990
Chevrolet,Tracker,2015,1.8 Ltz+ Awd At 140cv,Negro,Nafta,5,Automática,1.8,SUV,95.000 km,16989900
Chevrolet,Onix,2021,Plus 1.2 Lt E,Blanco,Nafta,4,Manual,1.2,Sedán,82.000 km,17500000
Chevrolet,Tracker,2017,1.8 Ltz+ Awd At 140cv 2017,Plateado,Nafta,5,Automática,1.8,SUV,61.926 km,18900000
Chevrolet,Prisma,2019,1.4 Ltz 98cv,Gris,Nafta,4,Manual,1.4,Sedán,70.288 km,16800000
Chevrolet,Spin,2014,1.8 Ltz 7as 105cv,Gris,Nafta,5,Manual,1.8,Monovolumen,98.183 km,17500000
Chevrolet,S10,2023,2.8 High Country Cd Tdci 200cv Automática,Gris,Diésel,4,Automática,2.8,Pick-Up,61.660 km,47000000
Chevrolet,Tracker,2015,1.8 Ltz Fwd Mt 140cv,Negro,Nafta,5,Manual,1.8,SUV,99.849 km,16250000
Chevrolet,Tracker,2016,1.8 Ltz+ Awd At 140cv Nospin An,Azul,Nafta,5,Automática,1.8,SUV,110.000 km,18500000
Chevrolet,Cruze,2022,5p 1.4t Lt/mt,Blanco,Nafta,5,Manual,1.4,Hatchback,41.293 km,20500
Chevrolet,Tracker,2023,1.2 Ltz Turbo At 44.000km 2023 (fran),Azul,Nafta,5,Automática,1.2,SUV,44.000 km,27900000
Chevrolet,Prisma,2020,1.4 Joy Ls,Blanco,Nafta,4,Manual,1.4,Sedán,75.000 km,16989900
Chevrolet,Cruze,2024,5 1.4 Lt At 5p,Negro,Nafta,5,Automática,1.4,Hatchback,500 km,30900000
Chevrolet,Tracker,2021,1.2 Ltz Turbo At,Dorado,Nafta,5,Automática,1.2,SUV,43.468 km,26500000
Chevrolet,S10,2019,2.8 Cd 4x4 Ltz Tdci 200cv At,Blanco,Diésel,4,Automática,2.8,Pick-Up,120.000 km,29000
Chevrolet,Cruze,2019,1.4 Ltz At Sedan,Plateado,Nafta,4,Automática,1.4,Sedán,110.000 km,20500000
Chevrolet,S10,2018,2.8 Ls Cd Tdci 200cv 4x4 (lili),Blanco,Diésel,4,Manual,2.8,Pick-Up,103.000 km,25700000
Chevrolet,Tracker,2018,1.8 Ltz 140cv Ugarcia,Blanco,Nafta,5,Automática,1.8,SUV,101.600 km,18500000
Chevrolet,Cruze,2022,1.4 Lt At Sedan Av,Azul,Nafta,4,Automática,1.4,Sedán,30.000 km,26000023
Chevrolet,Cruze,2017,1.4 Lt Mt 4 P Av,Gris,Nafta,4,Manual,1.8,Sedán,69.000 km,19000023
Chevrolet,Tracker,2017,1.8 Ltz Fwd Mt 140cv Nueva Precio,Gris,Nafta,5,Manual,1.8,SUV,72.000 km,15200
Chevrolet,Classic,2015,1.4 Ls Abs C/gnc Año 2015 - Liv Motors,Gris,Nafta/GNC,4,Manual,1.4,Sedán,99.000 km,8900
Chevrolet,Cruze,2017,1.8 Ltz At,Rojo,Nafta,5,Automática,1.8,Hatchback,89.400 km,20000000
Chevrolet,Tracker,2021,1.2 Turbo Premier At,Plateado,Nafta,5,Automática,1.2,SUV,65.177 km,27900000
Chevrolet,Prisma,2017,1.4 Lt 98cv,Plateado,Nafta,4,Manual,1.4,Sedán,77.199 km,14437000
Chevrolet,S10,2017,2.8 Ls Cd Tdci 200cv 4x4 104.000km 2017 (fran),Blanco,Diésel,4,Manual,2.8,Pick-Up,104.000 km,25700000
Chevrolet,Cruze,2020,1.4 Premier At Sedan,Plateado,Nafta,4,Automática,1.4,Sedán,100.000 km,24500000
Chevrolet,Onix,2019,1.4 Joy Ls Impecable Anticipo $8.900.000,Plateado,Nafta,5,Manual,1.4,Hatchback,58.000 km,14900000
Chevrolet,Cruze,2022,5 1.4 Premier At 5p,Azul,Nafta,5,Automática,1.4,Hatchback,84.000 km,26900000
Chevrolet,S10,2022,2.8 Lt Cd Tdci 200cv 4x4 At (bruno Martin),Gris,Diésel,4,Automática,2.8,Pick-Up,110.000 km,36800000
Chevrolet,Agile,2017,1.4 Ls Año 2017 Liv Motors,Blanco,Nafta,5,Manual,1.4,Hatchback,89.000 km,10000
Chevrolet,Tracker,2024,1.2t At,Plateado,Nafta,5,Automática,1.2,SUV,16.666 km,29300000
Chevrolet,S10,2019,2.8 Lt Cd Tdci 200cv 4x2,Rojo,Diésel,4,Manual,2.8,Pick-Up,19.657 km,33600000
Chevrolet,Prisma,2018,1.4 Ltz 98cv,Plateado,Nafta,4,Manual,1.4,Sedán,69.287 km,18700000
Chevrolet,Cruze,2018,Ii 1.4 Sedan Lt,Negro,Nafta,4,Manual,1.4,Sedán,84.228 km,18000000
Chevrolet,Tracker,2017,1.8 Ltz 140cv 2017 103.622km,Rojo,Nafta,5,Manual,1.8,SUV,103.622 km,18900000
Chevrolet,Cruze,2021,1.4 Premier At 2021 42.769km,Plateado,Nafta,5,Automática,1.4,Hatchback,42.769 km,29900000
Chevrolet,Oficial,2013,Vende Permuta Financiacion Corta 3 Cta,Rojo,Nafta,5,Manual,1.8,Hatchback,159.000 km,11300
Chevrolet,Chevrolet,1969,400 Año 1969 Muchos Agregados !,Naranja,Nafta,4,Manual,3.2,Sedán,111.111 km,22500
Chevrolet,Captiva,2012,2.4 Lt Mt Awd 167cv,Gris,Nafta,5,Manual,2.4,SUV,110.000 km,16390900
Chevrolet,Meriva,2010,1.8 Gl Plus,Gris,Nafta,5,Manual,1.8,Monovolumen,61.191 km,10000000
Chevrolet,Classic,2014,1.4 Ls Aa+dir,Gris,Nafta,4,Manual,1.4,Sedán,126.814 km,9975000
Chevrolet,Onix,2020,1.0 Turbo Premier At Rm,Plateado,Nafta,5,Automática,1.0,Hatchback,92.000 km,15800
Chevrolet,Cruze,2012,1.8 Ltz Mt Rm,Rojo,Nafta,5,Manual,1.8,Hatchback,160.000 km,10900
Chevrolet,Spin,2019,1.8 Activ7 Ltz 5as At 105cv,Gris,Nafta,5,Automática,1.8,Monovolumen,67.399 km,23678000
Chevrolet,Onix,2016,1.4 Lt 98cv,Gris,Nafta,5,Manual,1.4,Hatchback,68.212 km,14542000
Chevrolet,Captiva,2016,2.4 Ls 7 Asientos 2016 / 110 Mil Km,Plateado,Nafta,5,Manual,2.4,SUV,110.000 km,15600
Chevrolet,Equinox,2019,1.5t Premier 4wd Kb,Gris,Nafta,5,Automática,1.5,SUV,87.769 km,31500000
Chevrolet,Tracker,2016,1.8 Ltz+ Awd At 140cv,Blanco,Nafta,5,Automática,1.8,SUV,78.490 km,18600000
Chevrolet,Onix,2020,Plus 1.0 Turbo Premier At,Blanco,Nafta,4,Automática,1.0,Sedán,92.651 km,21150000
Chevrolet,Cruze,2021,Ii 1.4 Sedan At Ltz,Blanco,Nafta,4,Automática,1.4,Sedán,49.477 km,25500000
Chevrolet,Cruze,2018,1.8 Ltz Manual 141cv 4 Puertas 2018 - Bruno,Blanco,Nafta,4,Manual,1.8,Sedán,130.000 km,18700000
Chevrolet,Classic,2015,1.4 Ls Abs Airbag,Gris,Nafta,4,Manual,1.4,Sedán,113.649 km,11227000
Chevrolet,Onix,2021,1.4 Joy Ls Unico Dueño Anticipo $8.900.000,Gris,Nafta,5,Manual,1.4,Hatchback,44.000 km,15900000
Chevrolet,Camaro,2015,6.2 Coupe Ss V8,Gris,Nafta,2,Manual,6.2,No disponible,10.000 km,69000
Chevrolet,Celta,2013,1.4 Ls Aa+dir Año 2013 - Liv Motors,Blanco,Nafta,3,Manual,1.4,Hatchback,127.000 km,7800
Chevrolet,Tracker,2023,1.2 Turbo Mt Argentina,Azul,Nafta,5,Manual,1.2,SUV,15.000 km,26900000
Chevrolet,Sonic,2016,1.6 Ltz At Mx,Gris,Nafta,5,Automática,1.6,Hatchback,151.018 km,14730000
Chevrolet,Cruze,2017,1.4 Lt Mt 69.0 Km 2017 Usados Forest Car Av,Plateado,Nafta,5,Manual,1.8,Hatchback,69.000 km,19000023
Chevrolet,Cruze,2023,5 1.4 Lt At 5p Smart Garage,Plateado,Nafta,5,Automática,1.4,Hatchback,25.000 km,24000
Chevrolet,S10,2021,2.8 High Country Cd Tdci 200cv Automática,Azul,Diésel,4,Automática,2.8,Pick-Up,135.014 km,41500000
Chevrolet,Onix,2022,1.2 Lt,Gris,Nafta,5,Manual,1.2,Hatchback,42.736 km,21525000
Chevrolet,Cruze,2017,Ii 1.4 Lt 153cv Smart Garage,Blanco,Nafta,5,Manual,1.4,Hatchback,68.000 km,16500
Chevrolet,Captiva,2012,2.4 Lt Mt Awd 167cv,Negro,Nafta,5,Manual,2.4,SUV,135.000 km,16300000
Chevrolet,Tracker,2021,1.2 Premier Turbo At,Rojo,Nafta,5,Automática,1.2,SUV,98.648 km,26500000
Chevrolet,Classic,2013,1.4 Lt Spirit Pack Kb,Gris,Nafta,4,Manual,1.4,Sedán,120.692 km,10800000
Chevrolet,S10,2022,2.8 At Lt 4x4 115.000km 2022 (fran),Gris,Diésel,4,Automática,2.8,Pick-Up,115.000 km,36800000
Chevrolet,Spin,2016,1.8 Ltz 5as 105cv,Verde,Nafta,5,Manual,1.8,Monovolumen,81.472 km,17700000
Chevrolet,Onix,2023,1.0 Turbo Premier Mt,Gris,Nafta,5,Manual,1.0,Hatchback,27.000 km,23000000
Chevrolet,Tracker,2017,1.8 Ltz+ 140cv,Gris,Nafta,5,Automática,1.8,SUV,120.000 km,21500000
Chevrolet,Cruze,2024,5 1.4 Turbo Lt At 5p,Negro,Nafta,5,Automática,1.4,Hatchback,8.840 km,30500000
Chevrolet,Tracker,2022,"5 Puertas 1,2 T Mt 2022",Plateado,Nafta,5,Manual,1.2,SUV,58.464 km,24000000
Chevrolet,Onix,2017,5 Puertas 1.4 Ltz 2017,Blanco,Nafta,5,Manual,1.4,Hatchback,82.815 km,19000000
Chevrolet,S10,2017,Dc 2.8 Ctdi 6v Lt 4x2 Cv200 2017,Gris,Diésel,4,Manual,2.8,Pick-Up,157.815 km,25800000
Chevrolet,Captiva,2013,5 Puertas 2.2 Dsl Ltz Awd At 2013,Plateado,Diésel,5,Automática,2.2,SUV,135.861 km,17500000
Chevrolet,Spin,2016,1.8 Lt 5as 105cv Gnc,Gris,Nafta/GNC,5,Manual,1.8,Monovolumen,153.000 km,12500
Chevrolet,Meriva,2009,"5p 1,8 Gl Plus Abg",Gris,Nafta,5,Manual,1.8,Monovolumen,138.107 km,11000000
Chevrolet,S10,2021,2.8 Ls 4x2 Mt 200cv 2021 63.000km,Gris,Diésel,4,Manual,2.8,Pick-Up,63.000 km,32900000
Chevrolet,Tracker,2021,"5 Puertas 1,2 T 6at Premier 2021",Rojo,Nafta,5,Automática,1.2,SUV,30.569 km,31900000
Chevrolet,Tracker,2021,"5 Puertas 1,2 T At Premier 2021",Rojo,Nafta,5,Automática,1.2,SUV,33.675 km,32018000
Chevrolet,Cruze,2019,"4 Puertas 1,4 T Ltz At 2019",Blanco,Nafta,4,Automática,1.4,Sedán,93.605 km,27500000
Chevrolet,Camaro,2018,2018 6.2 Coupe Ss V8,Azul,Nafta,2,Manual,6.2,Coupé,11.600 km,82000
Chevrolet,Tracker,2024,At 2025,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,27520000
Chevrolet,Chevrolet,2024,Onix 1.0t Lt,Blanco,Nafta,5,Manual,1.0,Hatchback,1.000 km,22800000
Chevrolet,Tracker,2024,Ltz 1.2t At,Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,32070000
Chevrolet,Montana,2024,1.2t Premier At 2025,Blanco,Nafta,4,Automática,1.2,Pick-Up,1.000 km,35421000
Chevrolet,Onix,2024,1.0t Lt Mt 2025 Unidad Fisica 0km - Bm,Blanco,Nafta,5,Manual,1.0,Hatchback,1.000 km,23000000
Chevrolet,At,2024,My25 - Lz,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,26500000
Chevrolet,Montana,2024,1.2t Premier At 2025,Blanco,Nafta,4,Automática,1.2,Pick-Up,1.000 km,35500000
Chevrolet,Tracker,2024,At,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,27519549
Chevrolet,Chevrolet,2024,"Onix 1.0t Lt,",Blanco,Nafta,5,Manual,1.0,Hatchback,1.000 km,22500000
Chevrolet,Tracker,2024,At 1.2t D.m///////2024,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,27520000
Chevrolet,Montana,2024,1.2t Premier At 2025,Blanco,Nafta,4,Automática,1.2,Pick-Up,1.000 km,36141000
Chevrolet,Tracker,2024,Ltz 1.2t At,Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,30852000
Chevrolet,Montana,2024,1.2t Premier At,Blanco,Nafta,4,Automática,1.2,Pick-Up,1.000 km,36141000
Chevrolet,S10,2024,High Country 4x4 Automatica Lineanueva,Negro,Diésel,4,Manual,2.8,Pick-Up,1.000 km,62811000
Chevrolet,Tracker,2024,At 1.2t D.m///////2024,Negro,Nafta,5,Automática,1.2,SUV,1.000 km,27520000
Chevrolet,Tracker,2024,Ltz 1.2t W.c,Gris,Nafta,5,Automática,1.2,SUV,1.000 km,32070000
Chevrolet,Tracker,2024,Ltz 1.2t At,Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,32070000
Chevrolet,Tracker,2024,Ltz 1.2t 2024-----,Gris,Nafta,5,Automática,1.2,SUV,1.000 km,32070000
Chevrolet,Tracker,2024,Premier 2024[[[[[[[,Azul,Nafta,5,Automática,1.2,SUV,1.000 km,36500000
Chevrolet,S10,2024,High Country 4x4 At 2025,Gris,Diésel,4,Manual,2.8,Pick-Up,1.000 km,64215500
Chevrolet,Onix,2024,1.0t Lt Mt 2025 Unidad Fisica 0km -,Blanco,Nafta,5,Manual,1.0,Hatchback,1.000 km,24262000
Chevrolet,Tracker,2024,1.2t Rs 2025,Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,32800000
Chevrolet,Trackere,2024,1.2t Rs At,Blanco,Nafta,5,Automática,1.2,SUV,1.000 km,35515200
Chevrolet,Montana,2024,1.2t Premier At,Blanco,Nafta,4,Automática,1.2,Pick-Up,1.000 km,35600000
Chevrolet,Montana,2024,1.2t Premier At 2025,Blanco,Nafta,4,Automática,1.2,Pick-Up,1.000 km,35600000
Chevrolet,S10,2024,High Country 4x4 At 2025,Gris,Diésel,4,Manual,2.8,Pick-Up,1.000 km,61858000
Chevrolet,Onix,2024,1.0t Lt Mt 2025,Blanco,Nafta,5,Manual,1.0,Hatchback,1.000 km,22637000
Chevrolet,Cruze,2021,1.4 Ltz At $28.000.000,Plateado,Nafta,4,Automática,1.4,Sedán,61.000 km,28000000
